TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i
20107,7292,Australia,Indonesia,Amended by MLI,2017,2020,In Force,AUS,High income,East Asia & Pacific,IDN,Lower middle income,East Asia & Pacific,0.65,0.48,0.85,0.63,0.71,4,YES,4,NO,NO,YES,NO,YES,YES,YES,NO,15,,15,10,10,15,15,10,0,YES,NO,YES,NO,YES,NO,NO,PPT
20108,8372,Australia,Mexico,Amended by MLI,2017,,Not In Force,AUS,High income,East Asia & Pacific,MEX,Upper middle income,Latin America & Caribbean,0.36,0.38,0.22,0.50,0.35,6,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,0,10,15,15,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT
20109,8034,Australia,South Africa,Amended by MLI,2017,,Not In Force,AUS,High income,East Asia & Pacific,ZAF,Upper middle income,Sub-Saharan Africa,0.36,0.25,0.47,0.38,0.41,6,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,5,10,15,10,0,5,5,5,0,YES,NO,YES,NO,YES,NO,YES,PPT
20110,7255,Austria,China,Amended by MLI,2017,,Not In Force,AUT,High income,Europe & Central Asia,CHN,Upper middle income,East Asia & Pacific,0.47,0.32,0.47,0.63,0.53,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,7,25,10,10,7,10,10,6,0,YES,YES,YES,NO,YES,NO,NO,PPT
20111,8073,Austria,India,Amended by MLI,2017,2019,In Force,AUT,High income,Europe & Central Asia,IND,Lower middle income,South Asia,0.57,0.50,0.59,0.63,0.65,6,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,10,YES,YES,YES,NO,YES,NO,YES,PPT
20112,8512,Austria,Mexico,Amended by MLI,2017,,Not In Force,AUT,High income,Europe & Central Asia,MEX,Upper middle income,Latin America & Caribbean,0.44,0.34,0.47,0.50,0.47,6,YES,6,YES,YES,NO,YES,NO,NO,YES,NO,5,10,10,10,10,10,10,10,0,YES,YES,NO,NO,YES,NO,YES,PPT
20113,402,Austria,Pakistan,Amended by MLI,2017,2021,In Force,AUT,High income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.77,0.59,0.72,1.00,0.88,6,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,10,20,15,15,15,10,10,10,10,YES,YES,YES,YES,YES,NO,NO,PPT
20114,7617,Austria,South Africa,Amended by MLI,2017,,Not In Force,AUT,High income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.10,0.13,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,PPT
20115,8119,Barbados,China,Amended by MLI,2018,,Not In Force,BRB,High income,Latin America & Caribbean,CHN,Upper middle income,East Asia & Pacific,0.40,0.34,0.47,0.38,0.41,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,PPT
20116,8554,Barbados,Mauritius,Amended by MLI,2018,2021,In Force,BRB,High income,Latin America & Caribbean,MUS,Upper middle income,Sub-Saharan Africa,0.14,0.19,0.09,0.13,0.12,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,,5,5,5,5,5,5,0,NO,NO,YES,NO,NO,YES,NO,PPT
20117,8868,Barbados,Mexico,Amended by MLI,2018,,Not In Force,BRB,High income,Latin America & Caribbean,MEX,Upper middle income,Latin America & Caribbean,0.44,0.34,0.34,0.63,0.47,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,5,10,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,PPT
20118,8819,Barbados,Seychelles,Amended by MLI,2018,,Not In Force,BRB,High income,Latin America & Caribbean,SYC,High income,Sub-Saharan Africa,0.14,0.19,0.22,0.00,0.12,6,NO,6,YES,YES,NO,NO,NO,NO,NO,NO,5,,5,5,5,5,5,5,0,NO,NO,NO,NO,NO,NO,NO,PPT
20122,6650,Belgium,Bosnia and Herzegovina,Amended by MLI,2019,2021,In Force,BEL,High income,Europe & Central Asia,BIH,Upper middle income,Europe & Central Asia,0.30,0.47,0.19,0.25,0.18,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,10,25,15,15,15,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20123,9052,Belgium,China,Amended by MLI,2017,,Not In Force,BEL,High income,Europe & Central Asia,CHN,Upper middle income,East Asia & Pacific,0.41,0.31,0.44,0.50,0.41,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,7,7,7,0,YES,YES,YES,NO,YES,NO,NO,PPT
20124,7245,Belgium,"Egypt, Arab Rep.",Amended by MLI,2017,2021,In Force,BEL,High income,Europe & Central Asia,EGY,Lower middle income,Middle East & North Africa,0.76,0.56,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,15,,15,15,15,15,15,15,0,YES,YES,YES,YES,YES,NO,NO,PPT
20125,7328,Belgium,Gabon,Amended by MLI,2017,,Not In Force,BEL,High income,Europe & Central Asia,GAB,Upper middle income,Sub-Saharan Africa,0.46,0.54,0.59,0.25,0.41,6,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,18,,18,15,15,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,PPT
20126,8170,Belgium,Georgia,Amended by MLI,2017,2019,In Force,BEL,High income,Europe & Central Asia,GEO,Upper middle income,Europe & Central Asia,0.26,0.31,0.20,0.25,0.21,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,0,10,10,10,0,NO,NO,YES,NO,YES,NO,YES,PPT
20127,7359,Belgium,India,Amended by MLI,2017,2019,In Force,BEL,High income,Europe & Central Asia,IND,Lower middle income,South Asia,0.77,0.84,0.72,0.75,0.76,6,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,15,,15,15,10,20,20,20,20,YES,YES,YES,NO,YES,NO,YES,PPT
20128,7826,Belgium,Indonesia,Amended by MLI,2017,2020,In Force,BEL,High income,Europe & Central Asia,IDN,Lower middle income,East Asia & Pacific,0.63,0.41,0.84,0.63,0.71,6,YES,3,NO,NO,YES,NO,YES,YES,YES,NO,10,25,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,YES,PPT
20129,811,Belgium,Côte d'Ivoire,Amended by MLI,2018,,Not In Force,BEL,High income,Europe & Central Asia,CIV,Lower middle income,Sub-Saharan Africa,0.54,0.51,0.84,0.25,0.53,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,,15,16,16,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,PPT
20130,9147,Belgium,North Macedonia,Amended by MLI,2020,,Not In Force,BEL,High income,Europe & Central Asia,MKD,Upper middle income,Europe & Central Asia,0.27,0.38,0.19,0.25,0.18,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,10,15,10,10,10,10,10,0,YES,NO,NO,NO,YES,NO,NO,PPT
20131,7551,Belgium,Mauritius,Amended by MLI,2017,2020,In Force,BEL,High income,Europe & Central Asia,MUS,Upper middle income,Sub-Saharan Africa,0.33,0.16,0.47,0.38,0.41,6,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,5,10,10,10,0,0,0,0,0,NO,NO,YES,NO,YES,YES,NO,PPT
20132,7324,Belgium,Mexico,Amended by MLI,2017,,Not In Force,BEL,High income,Europe & Central Asia,MEX,Upper middle income,Latin America & Caribbean,0.50,0.28,0.59,0.63,0.59,6,YES,6,YES,YES,NO,YES,YES,YES,YES,NO,0,10,10,10,5,10,10,10,0,YES,YES,NO,NO,YES,NO,YES,PPT
20133,8707,Belgium,Morocco,Amended by MLI,2019,,Not In Force,BEL,High income,Europe & Central Asia,MAR,Lower middle income,Middle East & North Africa,0.61,0.48,0.72,0.63,0.71,6,YES,2.5,YES,YES,YES,YES,YES,NO,YES,NO,6.5,25,10,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,YES,PPT
20134,845,Belgium,Nigeria,Amended by MLI,2017,,Not In Force,BEL,High income,Europe & Central Asia,NGA,Lower middle income,Sub-Saharan Africa,0.57,0.48,0.48,0.75,0.59,3,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,12.5,10,15,12.5,12.5,12.5,12.5,12.5,0,YES,NO,YES,NO,YES,NO,NO,PPT
20135,851,Belgium,Pakistan,Amended by MLI,2017,2021,In Force,BEL,High income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.63,0.54,0.59,0.75,0.65,6,YES,3,YES,YES,YES,NO,YES,YES,YES,NO,10,20,NO LIMIT,15,15,20,0,20,0,YES,YES,YES,YES,NO,NO,NO,PPT
20136,871,Belgium,Senegal,Amended by MLI,2017,,Not In Force,BEL,High income,Europe & Central Asia,SEN,Lower middle income,Sub-Saharan Africa,0.58,0.51,0.97,0.25,0.59,6,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,16,,16,15,15,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,PPT
20137,8694,Belgium,Seychelles,Amended by MLI,2017,,Not In Force,BEL,High income,Europe & Central Asia,SYC,High income,Sub-Saharan Africa,0.27,0.25,0.44,0.13,0.24,12,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,5,10,15,10,0,5,5,5,0,NO,NO,NO,NO,YES,NO,YES,PPT
20138,7504,Belgium,South Africa,Amended by MLI,2017,,Not In Force,BEL,High income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.19,0.25,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,0,0,0,0,NO,NO,YES,NO,NO,NO,YES,PPT
20139,8557,Belgium,Tunisia,Amended by MLI,2017,,Not In Force,BEL,High income,Europe & Central Asia,TUN,Lower middle income,Middle East & North Africa,0.53,0.49,0.59,0.50,0.59,6,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,5,10,15,10,5,11,11,11,11,YES,YES,YES,NO,NO,NO,NO,PPT
20140,7660,Belgium,Ukraine,Amended by MLI,2018,2019,In Force,BEL,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.31,0.24,0.31,0.38,0.29,12,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO,5,20,15,10,2,0,10,0,0,YES,NO,YES,NO,NO,NO,NO,PPT
20146,7169,Bosnia and Herzegovina,China,Amended by MLI,2019,,Not In Force,BIH,Upper middle income,Europe & Central Asia,CHN,Upper middle income,East Asia & Pacific,0.41,0.38,0.34,0.50,0.41,6,NO,6,YES,YES,NO,NO,YES,NO,NO,NO,10,,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,PPT
20147,8529,Bosnia and Herzegovina,Croatia,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,HRV,High income,Europe & Central Asia,0.26,0.34,0.19,0.25,0.18,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20148,6914,Bosnia and Herzegovina,Cyprus,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,CYP,High income,Europe & Central Asia,0.19,0.38,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,PPT
20150,6986,Bosnia and Herzegovina,Finland,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,FIN,High income,Europe & Central Asia,0.15,0.25,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,0,0,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,PPT
20151,6433,Bosnia and Herzegovina,France,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,FRA,High income,Europe & Central Asia,0.19,0.13,0.19,0.25,0.18,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,15,0,0,0,0,0,0,YES,NO,YES,NO,NO,NO,NO,PPT
20153,8806,Bosnia and Herzegovina,Greece,Amended by MLI,2019,,Not In Force,BIH,Upper middle income,Europe & Central Asia,GRC,High income,Europe & Central Asia,0.27,0.38,0.19,0.25,0.18,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20155,9064,Bosnia and Herzegovina,Ireland,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,IRL,High income,Europe & Central Asia,0.10,0.00,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,,0,0,0,0,0,0,0,YES,NO,NO,NO,NO,NO,NO,PPT
20156,6766,Bosnia and Herzegovina,Italy,Amended by MLI,2019,,Not In Force,BIH,Upper middle income,Europe & Central Asia,ITA,High income,Europe & Central Asia,0.23,0.38,0.06,0.25,0.12,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20157,8800,Bosnia and Herzegovina,Jordan,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,JOR,Upper middle income,Middle East & North Africa,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,PPT
20158,8920,Bosnia and Herzegovina,Kuwait,Amended by MLI,2019,,Not In Force,BIH,Upper middle income,Europe & Central Asia,KWT,High income,Middle East & North Africa,0.36,0.25,0.59,0.25,0.41,6,YES,6,YES,YES,YES,NO,YES,NO,YES,NO,5,,5,5,5,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,PPT
20159,9451,Bosnia and Herzegovina,North Macedonia,Amended by MLI,2020,,Not In Force,BIH,Upper middle income,Europe & Central Asia,MKD,Upper middle income,Europe & Central Asia,0.31,0.38,0.31,0.25,0.24,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20160,8799,Bosnia and Herzegovina,Malaysia,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,MYS,Upper middle income,East Asia & Pacific,0.40,0.44,0.44,0.33,0.40,12,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,5,20,10,10,10,8,8,8,10,,,YES,NO,YES,NO,NO,PPT
20163,6758,Bosnia and Herzegovina,Netherlands,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,NLD,High income,Europe & Central Asia,0.18,0.25,0.03,0.25,0.12,18,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,0,0,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20165,970,Bosnia and Herzegovina,Pakistan,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.55,0.56,0.34,0.75,0.53,6,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,10,,10,20,20,15,15,15,0,YES,YES,YES,YES,YES,NO,NO,PPT
20166,9500,Bosnia and Herzegovina,Poland,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,POL,High income,Europe & Central Asia,0.27,0.38,0.19,0.25,0.18,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,YES,NO,NO,NO,YES,NO,NO,PPT
20167,9152,Bosnia and Herzegovina,Qatar,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,QAT,High income,Middle East & North Africa,0.30,0.18,0.34,0.38,0.35,6,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,0,,0,7,7,7,7,7,0,NO,NO,YES,YES,YES,NO,NO,PPT
20168,9724,Bosnia and Herzegovina,Romania,Amended by MLI,2019,,Not In Force,BIH,Upper middle income,Europe & Central Asia,ROU,Upper middle income,Europe & Central Asia,0.23,0.24,0.31,0.13,0.18,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,7,7,5,5,5,0,YES,NO,NO,NO,NO,NO,YES,PPT
20169,8526,Bosnia and Herzegovina,Serbia,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,SRB,Upper middle income,Europe & Central Asia,0.30,0.34,0.31,0.25,0.24,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20170,6723,Bosnia and Herzegovina,Slovak Republic,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,SVK,High income,Europe & Central Asia,0.23,0.25,0.19,0.25,0.18,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,15,0,0,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20171,8701,Bosnia and Herzegovina,Slovenia,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,SVN,High income,Europe & Central Asia,0.23,0.24,0.31,0.13,0.18,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,7,7,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,PPT
20172,8856,Bosnia and Herzegovina,Spain,Amended by MLI,2019,,Not In Force,BIH,Upper middle income,Europe & Central Asia,ESP,High income,Europe & Central Asia,0.19,0.27,0.19,0.13,0.12,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,20,10,7,7,7,7,7,0,YES,NO,NO,NO,NO,NO,NO,PPT
20175,8584,Bosnia and Herzegovina,Turkey,Amended by MLI,2019,,Not In Force,BIH,Upper middle income,Europe & Central Asia,TUR,Upper middle income,Europe & Central Asia,0.31,0.38,0.31,0.25,0.24,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20176,8736,Bosnia and Herzegovina,United Arab Emirates,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,ARE,High income,Middle East & North Africa,0.16,0.16,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,0,0,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,PPT
20177,6732,Bosnia and Herzegovina,United Kingdom,Amended by MLI,2019,2021,In Force,BIH,Upper middle income,Europe & Central Asia,GBR,High income,Europe & Central Asia,0.19,0.38,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,PPT
20180,7201,Bulgaria,China,Amended by MLI,2017,,Not In Force,BGR,Upper middle income,Europe & Central Asia,CHN,Upper middle income,East Asia & Pacific,0.38,0.36,0.34,0.43,0.38,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,7,0,YES,YES,YES,NO,,NO,NO,PPT
20181,8425,Bulgaria,"Egypt, Arab Rep.",Amended by MLI,2017,,Not In Force,BGR,Upper middle income,Europe & Central Asia,EGY,Lower middle income,Middle East & North Africa,0.72,0.44,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,,10,12.5,12.5,12.5,12.5,12.5,0,YES,YES,YES,YES,YES,NO,NO,PPT
20182,7962,Bulgaria,Georgia,Amended by MLI,2017,,Not In Force,BGR,Upper middle income,Europe & Central Asia,GEO,Upper middle income,Europe & Central Asia,0.36,0.50,0.33,0.25,0.32,9,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,10,,10,10,10,10,10,10,10,NO,NO,YES,NO,YES,NO,NO,PPT
20183,7446,Bulgaria,India,Amended by MLI,2017,,Not In Force,BGR,Upper middle income,Europe & Central Asia,IND,Lower middle income,South Asia,0.77,0.85,0.59,0.88,0.76,6,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,15,,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,LOB-PPT
20184,7246,Bulgaria,Indonesia,Amended by MLI,2017,,Not In Force,BGR,Upper middle income,Europe & Central Asia,IDN,Lower middle income,East Asia & Pacific,0.55,0.44,0.72,0.50,0.59,6,YES,4,YES,YES,YES,YES,YES,YES,YES,NO,15,,15,10,10,10,10,10,0,NO,NO,YES,NO,YES,NO,NO,PPT
20185,8751,Bulgaria,Jordan,Amended by MLI,2019,,Not In Force,BGR,Upper middle income,Europe & Central Asia,JOR,Upper middle income,Middle East & North Africa,0.57,0.38,0.58,0.75,0.62,9,YES,6,YES,YES,NO,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,0,YES,YES,YES,YES,YES,NO,NO,PPT
20186,7993,Bulgaria,North Macedonia,Amended by MLI,2020,,Not In Force,BGR,Upper middle income,Europe & Central Asia,MKD,Upper middle income,Europe & Central Asia,0.31,0.38,0.19,0.38,0.24,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,NO,YES,YES,NO,YES,NO,NO,PPT
20187,7662,Bulgaria,Morocco,Amended by MLI,2019,,Not In Force,BGR,Upper middle income,Europe & Central Asia,MAR,Lower middle income,Middle East & North Africa,0.28,0.48,0.09,0.25,0.24,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,7,25,10,10,10,10,10,10,10,YES,NO,YES,NO,NO,NO,NO,PPT
20188,8517,Bulgaria,South Africa,Amended by MLI,2017,,Not In Force,BGR,Upper middle income,Europe & Central Asia,ZAF,Upper middle income,Sub-Saharan Africa,0.29,0.27,0.34,0.25,0.29,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,5,5,10,5,5,0,YES,NO,YES,NO,NO,NO,NO,PPT
20189,7585,Bulgaria,Ukraine,Amended by MLI,2018,,Not In Force,BGR,Upper middle income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.40,0.38,0.44,0.38,0.35,12,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
20190,6228,Burkina Faso,France,Amended by MLI,2017,2021,In Force,BFA,Low income,Sub-Saharan Africa,FRA,High income,Europe & Central Asia,0.51,0.50,0.75,0.29,0.50,0,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO LIMIT,,NO LIMIT,NO LIMIT,NO LIMIT,0,0,0,0,YES,,YES,NO,NO,NO,YES,PPT
20191,1162,Burkina Faso,Morocco,Amended by MLI,2019,,Not In Force,BFA,Low income,Sub-Saharan Africa,MAR,Lower middle income,Middle East & North Africa,0.74,0.50,0.97,0.75,0.88,6,YES,2,NO,NO,YES,YES,YES,YES,YES,NO,10,,10,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,YES,PPT
20192,1163,Burkina Faso,Tunisia,Amended by MLI,2017,,Not In Force,BFA,Low income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.35,0.23,0.45,0.38,0.38,9,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,8,,8,5,5,5,5,5,0,YES,NO,YES,NO,NO,NO,NO,PPT
20193,6508,Cameroon,France,Amended by MLI,2017,,Not In Force,CMR,Lower middle income,Sub-Saharan Africa,FRA,High income,Europe & Central Asia,0.51,0.50,0.75,0.29,0.50,0,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,,15,15,15,15,0,15,0,YES,,YES,NO,NO,NO,YES,PPT
20194,1165,Cameroon,Canada,Amended by MLI,2017,,Not In Force,CMR,Lower middle income,Sub-Saharan Africa,CAN,High income,North America,0.61,0.75,0.50,0.57,0.50,0,NO,6,YES,YES,YES,NO,YES,NO,NO,NO,20,,20,20,20,20,20,20,0,YES,,YES,YES,YES,NO,NO,PPT
20195,1173,Cameroon,Tunisia,Amended by MLI,2017,,Not In Force,CMR,Lower middle income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.65,0.71,0.86,0.38,0.65,3,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,12,,12,15,15,15,15,15,15,YES,NO,YES,NO,YES,NO,NO,PPT
20196,1170,Cameroon,Morocco,Amended by MLI,2019,,Not In Force,CMR,Lower middle income,Sub-Saharan Africa,MAR,Lower middle income,Middle East & North Africa,0.70,0.38,0.97,0.75,0.82,6,YES,3,NO,NO,YES,YES,YES,YES,YES,NO,10,,10,10,10,10,10,10,0,YES,NO,YES,YES,YES,NO,YES,PPT
20197,9540,Cameroon,South Africa,Amended by MLI,2017,,Not In Force,CMR,Lower middle income,Sub-Saharan Africa,ZAF,Upper middle income,Sub-Saharan Africa,0.75,0.53,0.97,0.75,0.88,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,25,15,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,NO,PPT
20201,6994,Canada,China,Amended by MLI,2017,,Not In Force,CAN,High income,North America,CHN,Upper middle income,East Asia & Pacific,0.54,0.41,0.47,0.75,0.59,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,10,10,15,10,10,10,10,10,0,YES,YES,YES,YES,YES,NO,NO,PPT
20202,8945,Canada,Colombia,Amended by MLI,2017,,Not In Force,CAN,High income,North America,COL,Upper middle income,Latin America & Caribbean,0.45,0.50,0.47,0.38,0.47,6,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,5,10,15,10,10,10,10,10,10,YES,YES,NO,NO,YES,NO,NO,PPT
20203,6815,Canada,"Egypt, Arab Rep.",Amended by MLI,2017,2021,In Force,CAN,High income,North America,EGY,Lower middle income,Middle East & North Africa,0.47,0.56,0.47,0.38,0.41,6,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,15,,15,15,15,15,15,15,0,YES,NO,YES,NO,YES,NO,NO,PPT
20204,8395,Canada,Gabon,Amended by MLI,2017,,Not In Force,CAN,High income,North America,GAB,Upper middle income,Sub-Saharan Africa,0.39,0.44,0.34,0.38,0.35,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,15,,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT
20205,7604,Canada,India,Amended by MLI,2017,2019,In Force,CAN,High income,North America,IND,Lower middle income,South Asia,0.79,0.76,0.85,0.75,0.82,4,YES,3,NO,NO,YES,NO,YES,YES,YES,NO,15,10,25,15,15,15,15,10,15,YES,YES,YES,NO,YES,NO,NO,PPT
20206,6572,Canada,Indonesia,Amended by MLI,2017,2020,In Force,CAN,High income,North America,IDN,Lower middle income,East Asia & Pacific,0.63,0.41,0.98,0.50,0.71,4,YES,4,NO,NO,YES,YES,YES,YES,NO,NO,10,25,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT
20207,1214,Canada,Côte d'Ivoire,Amended by MLI,2018,,Not In Force,CAN,High income,North America,CIV,Lower middle income,Sub-Saharan Africa,0.57,0.50,0.84,0.38,0.59,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,,15,15,15,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT
20208,8052,Canada,Jordan,Amended by MLI,2019,2021,In Force,CAN,High income,North America,JOR,Upper middle income,Middle East & North Africa,0.49,0.41,0.22,0.83,0.47,6,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,10,10,15,10,10,10,10,10,0,,,YES,YES,YES,NO,NO,PPT
