"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5i","5ii","5iii","5iv","5v","5vi","5vii","5viii","7i","7ii","8i","10i","10ii","10iii","11i","11ii","12i","12ia","12ib","12iv","13i","13ii","14i","16i","21i","25i","27i","29i"
"Morocco","Ukraine","Original","2007","2010","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","YES","NA"
"Morocco","United Arab Emirates","Original","1999","2001","In Force","0.35","0.34","0.58","0.13","0.33","8","YES","6","YES","YES","YES","NO","YES","NO","NO","NO","5","10","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","United Kingdom","Original","1981","1981","In Force","0.26","0.56","0.09","0.13","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","25","10","10","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Morocco","United States","Amended by protocol","1979","1981","In Force","0.24","0.47","0.09","0.17","0.13","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","10","15","15","15","10","10","10","0","NO","NO","YES","","","NO","NO","NA"
"Morocco","Vietnam","Original","2008","2013","In Force","0.74","0.5","0.84","0.88","0.88","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","YES","YES","NO","YES","NA"
"Mozambique","South Africa","Original","2007","2009","In Force","0.32","0.24","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","8","25","15","8","0","5","5","0","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Mozambique","United Arab Emirates","Original","2003","2005","In Force","0.24","0.02","0.44","0.25","0.29","12","YES","9","YES","YES","YES","NO","NO","NO","NO","NO","0","","0","0","0","0","5","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Mozambique","Vietnam","Original","2010","2012","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mozambique","Portugal","Amended by protocol","2008","2010","In Force","0.36","0.38","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Mozambique","Portugal","Amended by protocol","2008","2010","In Force","0.36","0.38","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Mozambique","South Africa","Original","2007","2009","In Force","0.32","0.24","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","8","25","15","8","0","5","5","0","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Mozambique","United Arab Emirates","Original","2003","2005","In Force","0.24","0.02","0.44","0.25","0.29","12","YES","9","YES","YES","YES","NO","NO","NO","NO","NO","0","","0","0","0","0","5","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Mozambique","Vietnam","Original","2010","2012","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Myanmar","Singapore","Original","1999","2010","In Force","0.48","0.35","0.47","0.63","0.53","6","YES","6","YES","YES","NO","YES","NO","NO","NO","YES","5","25","10","10","8","10","15","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Myanmar","Thailand","Original","2002","2012","In Force","0.54","0.4","0.59","0.63","0.59","6","YES","NO","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","10","10","15","5","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Myanmar","Vietnam","Original","2000","2004","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","NO","YES","YES","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","NA"
"Myanmar","United Kingdom","Amended by protocol","1951","1948","In Force","0.25","0","0.5","0.25","","","","NO","NO","NO","YES","NO","NO","NO","NO","NO","0","","0","","","0","0","0","0","","","YES","","","NO","NO","NA"
"Myanmar","Singapore","Original","1999","2010","In Force","0.48","0.35","0.47","0.63","0.53","6","YES","6","YES","YES","NO","YES","NO","NO","NO","YES","5","25","10","10","8","10","15","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Myanmar","Thailand","Original","2002","2012","In Force","0.54","0.4","0.59","0.63","0.59","6","YES","NO","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","10","10","15","5","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Myanmar","United Kingdom","Amended by protocol","1951","1948","In Force","0.25","0","0.5","0.25","","","","NO","NO","NO","YES","NO","NO","NO","NO","NO","0","","0","","","0","0","0","0","","","YES","","","NO","NO","NA"
"Myanmar","Vietnam","Original","2000","2004","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","6","NO","NO","YES","YES","YES","NO","YES","YES","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","NA"
"Namibia","United Kingdom","Pre-independence","1962","1962","In Force","0.23","0.44","0.06","0.2","0.07","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","50","15","20","20","5","5","5","0","","","YES","","NO","NO","NO","NA"
"Namibia","Sweden","Original","1993","1996","In Force","0.61","0.63","0.72","0.5","0.65","6","YES","NO","NO","NO","YES","NO","YES","NO","YES","NO","5","10","15","10","10","15","15","15","15","YES","NO","YES","NO","YES","NO","NO","NA"
"Namibia","Romania","Original","1998","2000","In Force","0.59","0.56","0.7","0.5","0.56","9","YES","6","YES","YES","YES","YES","YES","NO","NO","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","YES","YES","NO","NO","NA"
"Namibia","Russia","Original","1998","2001","In Force","0.54","0.28","0.83","0.5","0.62","9","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","5","25","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Namibia","South Africa","Original","1998","2000","In Force","0.45","0.38","0.59","0.38","0.47","6","YES","6","YES","YES","YES","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Namibia","Romania","Original","1998","2000","In Force","0.59","0.56","0.7","0.5","0.56","9","YES","6","YES","YES","YES","YES","YES","NO","NO","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","YES","YES","NO","NO","NA"
"Namibia","Russia","Original","1998","2001","In Force","0.54","0.28","0.83","0.5","0.62","9","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","5","25","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Namibia","South Africa","Original","1998","2000","In Force","0.45","0.38","0.59","0.38","0.47","6","YES","6","YES","YES","YES","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Namibia","Sweden","Original","1993","1996","In Force","0.61","0.63","0.72","0.5","0.65","6","YES","NO","NO","NO","YES","NO","YES","NO","YES","NO","5","10","15","10","10","15","15","15","15","YES","NO","YES","NO","YES","NO","NO","NA"
"Namibia","United Kingdom","Pre-independence","1962","1962","In Force","0.23","0.44","0.06","0.2","0.07","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","50","15","20","20","5","5","5","0","","","YES","","NO","NO","NO","NA"
"Nepal","Norway","Original","1996","1998","In Force","0.46","0.41","0.72","0.25","0.47","6","YES","6","NO","NO","NO","YES","NO","NO","YES","NO","5","25","15","15","10","15","15","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Nepal","Pakistan","Original","2001","2009","In Force","0.89","0.69","0.97","1","1","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","10","15","15","10","15","15","15","15","YES","YES","YES","YES","YES","NO","NO","NA"
"Nepal","Qatar","Original","2007","2010","In Force","0.68","0.44","0.84","0.75","0.76","6","YES","6","NO","NO","NO","YES","YES","YES","YES","NO","10","","10","10","10","15","15","15","0","NO","YES","YES","YES","YES","NO","NO","NA"
"Nepal","Sri Lanka","Original","1999","2000","In Force","0.79","0.53","0.98","0.86","0.88","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","10","15","15","15","0","NO","YES","YES","YES","","NO","NO","NA"
"Nepal","Thailand","Original","1998","1999","In Force","0.84","0.69","0.97","0.88","0.94","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","10","15","15","10","15","15","15","15","NO","YES","YES","YES","YES","NO","NO","NA"
"Nepal","Norway","Original","1996","1998","In Force","0.46","0.41","0.72","0.25","0.47","6","YES","6","NO","NO","NO","YES","NO","NO","YES","NO","5","25","15","15","10","15","15","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Nepal","Pakistan","Original","2001","2009","In Force","0.89","0.69","0.97","1","1","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","10","15","15","10","15","15","15","15","YES","YES","YES","YES","YES","NO","NO","NA"
"Nepal","Qatar","Original","2007","2010","In Force","0.68","0.44","0.84","0.75","0.76","6","YES","6","NO","NO","NO","YES","YES","YES","YES","NO","10","","10","10","10","15","15","15","0","NO","YES","YES","YES","YES","NO","NO","NA"
"Nepal","Sri Lanka","Original","1999","2000","In Force","0.79","0.53","0.98","0.86","0.88","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","10","15","15","15","0","NO","YES","YES","YES","","NO","NO","NA"
"Nepal","Thailand","Original","1998","1999","In Force","0.84","0.69","0.97","0.88","0.94","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","10","10","15","15","10","15","15","15","15","NO","YES","YES","YES","YES","NO","NO","NA"
"Netherlands","Nigeria","Original","1991","1993","In Force","0.53","0.48","0.48","0.63","0.53","3","YES","3","YES","YES","NO","NO","YES","YES","YES","NO","12.5","10","15","12.5","12.5","12.5","12.5","12.5","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Netherlands","Philippines","Original","1989","1992","In Force","0.59","0.5","0.84","0.43","0.63","6","YES","6","NO","NO","YES","YES","NO","NO","YES","YES","10","10","15","15","10","15","15","15","0","NO","NO","YES","NO","","NO","NO","NA"
"Netherlands","Sri Lanka","Original","1982","1979","In Force","0.51","0.38","0.72","0.43","0.56","6","YES","6","NO","NO","NO","YES","NO","NO","YES","YES","10","25","15","10","5","10","10","10","0","NO","NO","YES","NO","","NO","NO","NA"
"Netherlands","Uganda","Original","2004","2006","In Force","0.28","0.24","0.47","0.13","0.29","6","YES","4","YES","NO","NO","NO","NO","NO","YES","NO","0","50","15","10","0","10","10","0","0","NO","NO","NO","NO","NO","YES","YES","NA"
"Netherlands","Vietnam","Original","1995","1996","In Force","0.48","0.34","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","5","50","15","7","7","15","15","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Netherlands","Zimbabwe","Original","1989","1992","In Force","0.3","0.56","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","20","10","10","10","10","10","10","NO","YES","YES","NO","NO","NO","NO","NA"
"Netherlands","Thailand","Original","1975","1976","In Force","0.34","0.52","0.36","0.14","0.25","3","NO","NO","YES","YES","YES","NO","YES","NO","NO","YES","10","25","25","25","10","15","5","15","0","NO","NO","NO","NO","","NO","NO","NA"
"Netherlands","Tajikistan","Pre-independence","1986","1988","In Force","0.08","0.19","0.06","0","0","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","0","0","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Netherlands","Tunisia","Original","1995","1996","In Force","0.37","0.53","0.34","0.25","0.35","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","0","10","20","10","10","11","11","11","11","NO","NO","YES","NO","NO","NO","NO","NA"
"Netherlands","Zambia","Original","2015","2019","In Force","0.31","0.34","0.47","0.13","0.29","6","YES","6","YES","YES","NO","NO","YES","NO","YES","NO","5","10","15","10","10","7.5","7.5","7.5","0","NO","NO","NO","NO","NO","YES","YES","NA"
"Netherlands","Venezuela","Amended by protocol","1995","1998","In Force","0.14","0.21","0.06","0.14","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","","0","25","10","5","5","5","10","5","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Netherlands","South Africa","Amended by protocol","2008","2009","In Force","0.09","0.09","0.19","0","0.06","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","NO","NO","NO","NO","NO","YES","YES","NA"
"Netherlands","Uzbekistan","Amended by protocol","2017","2018","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","YES","YES","PPT"
"Netherlands","Pakistan","Amended by MLI","2017","2021","In Force","0.65","0.52","0.84","0.57","0.69","6","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","10","25","20","20","10","15","5","15","0","YES","NO","YES","NO","","NO","NO","PPT"
"Netherlands","Nigeria","Original","1991","1993","In Force","0.53","0.48","0.48","0.63","0.53","3","YES","3","YES","YES","NO","NO","YES","YES","YES","NO","12.5","10","15","12.5","12.5","12.5","12.5","12.5","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Netherlands","Pakistan","Amended by MLI","2017","2021","In Force","0.65","0.52","0.84","0.57","0.69","6","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","10","25","20","20","10","15","5","15","0","YES","NO","YES","NO","","NO","NO","PPT"
"Netherlands","Philippines","Original","1989","1992","In Force","0.59","0.5","0.84","0.43","0.63","6","YES","6","NO","NO","YES","YES","NO","NO","YES","YES","10","10","15","15","10","15","15","15","0","NO","NO","YES","NO","","NO","NO","NA"
"Netherlands","South Africa","Amended by protocol","2008","2009","In Force","0.09","0.09","0.19","0","0.06","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","NO","NO","NO","NO","NO","YES","YES","NA"
"Netherlands","Sri Lanka","Original","1982","1979","In Force","0.51","0.38","0.72","0.43","0.56","6","YES","6","NO","NO","NO","YES","NO","NO","YES","YES","10","25","15","10","5","10","10","10","0","NO","NO","YES","NO","","NO","NO","NA"
"Netherlands","Tajikistan","Pre-independence","1986","1988","In Force","0.08","0.19","0.06","0","0","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","0","0","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Netherlands","Thailand","Original","1975","1976","In Force","0.34","0.52","0.36","0.14","0.25","3","NO","NO","YES","YES","YES","NO","YES","NO","NO","YES","10","25","25","25","10","15","5","15","0","NO","NO","NO","NO","","NO","NO","NA"
"Netherlands","Tunisia","Original","1995","1996","In Force","0.37","0.53","0.34","0.25","0.35","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","0","10","20","10","10","11","11","11","11","NO","NO","YES","NO","NO","NO","NO","NA"
"Netherlands","Uganda","Original","2004","2006","In Force","0.28","0.24","0.47","0.13","0.29","6","YES","4","YES","NO","NO","NO","NO","NO","YES","NO","0","50","15","10","0","10","10","0","0","NO","NO","NO","NO","NO","YES","YES","NA"
"Netherlands","Uzbekistan","Amended by protocol","2017","2018","In Force","0.23","0.38","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","YES","YES","PPT"
"Netherlands","Venezuela","Amended by protocol","1995","1998","In Force","0.14","0.21","0.06","0.14","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","","0","25","10","5","5","5","10","5","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Netherlands","Vietnam","Original","1995","1996","In Force","0.48","0.34","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","5","50","15","7","7","15","15","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Netherlands","Zambia","Original","2015","2019","In Force","0.31","0.34","0.47","0.13","0.29","6","YES","6","YES","YES","NO","NO","YES","NO","YES","NO","5","10","15","10","10","7.5","7.5","7.5","0","NO","NO","NO","NO","NO","YES","YES","NA"
"Netherlands","Zimbabwe","Original","1989","1992","In Force","0.3","0.56","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","20","10","10","10","10","10","10","NO","YES","YES","NO","NO","NO","NO","NA"
"New Zealand","Papua New Guinea","Original","2012","2014","In Force","0.56","0.44","0.61","0.63","0.59","3","YES","6","YES","YES","YES","NO","YES","YES","NO","NO","15","","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"New Zealand","Vietnam","Original","2013","2015","In Force","0.66","0.38","0.84","0.75","0.76","6","YES","6","NO","NO","YES","NO","YES","YES","YES","NO","5","50","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"New Zealand","Thailand","Original","1998","1999","In Force","0.65","0.49","0.84","0.63","0.71","6","YES","6","NO","NO","YES","NO","YES","YES","NO","YES","15","","15","15","10","15","10","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"New Zealand","South Africa","Original","2002","2005","In Force","0.36","0.38","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"New Zealand","Samoa","Original","2015","2016","In Force","0.32","0.38","0.34","0.25","0.29","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","10","10","10","10","0","YES","NO","NO","NO","YES","NO","NO","PPT"
"New Zealand","Philippines","Amended by protocol","2002","2008","In Force","0.53","0.5","0.47","0.63","0.53","6","YES","6","YES","YES","NO","NO","YES","YES","NO","YES","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"New Zealand","Papua New Guinea","Original","2012","2014","In Force","0.56","0.44","0.61","0.63","0.59","3","YES","6","YES","YES","YES","NO","YES","YES","NO","NO","15","","15","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"New Zealand","Philippines","Amended by protocol","2002","2008","In Force","0.53","0.5","0.47","0.63","0.53","6","YES","6","YES","YES","NO","NO","YES","YES","NO","YES","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
